;Code_smell;Algo;Balance;Ratio;Accuracy;Precision;F1_score;AUC
0;Brain Class;RFC;_None_;*;0,9990759341100843;0,9902912621359223;0,7472527472527473;0,9999536517962891
1;Brain Class;RFC;_unsam_;80_20;0,9950582563278425;0,31539888682745826;0,4795486600846262;0,9987632056849585
2;Brain Class;RFC;_unsam_;75_25;0,994817195660908;0,3052064631956912;0,4676753782668501;0,9978395578365573
3;Brain Class;RFC;_unsam_;60_40;0,994147582697201;0,2800658978583196;0,4375804375804376;0,9978229767074615
4;Brain Class;RFC;_oversam_;RandomOverSampler;0,9953127092540511;0,3269230769230769;0,4927536231884058;0,9999698381365969
5;Brain Class;RFC;_oversam_;SMOTE;0,9952859247355029;0,32567049808429116;0,4913294797687861;0,9994340702724043
6;Brain Class;RFC;_oversam_;BorderlineSMOTE;0,995299316994777;0,32629558541266795;0,492040520984081;0,9988822739834189
7;Brain Class;RFC;_oversam_;SVMSMOTE;0,9949779027721977;0,3119266055045872;0,4755244755244755;0,9996345834978287
8;Brain Class;RFC;_oversam_;ADASYN;0,9952859247355029;0,32567049808429116;0,4913294797687861;0,9994367943150415
